Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Morphessor_Scores,Reading_Time,Accuracy
defied,W,6,"['defi', 'ed']",1,0.67,19.98,676.91,0.9
defies,W,6,"['defi', 'es']",1,0.67,20.45,682.13,0.87
defile,W,6,"['de', 'file']",1,0.67,19.81,706.8,0.68
defiled,W,7,"['defi', 'led']",1,0.71,24.09,687.0,0.74
defiles,W,7,"['defi', 'les']",1,0.71,22.18,713.89,0.71
define,W,6,"['defin', 'e']",1,0.67,18.88,538.09,0.95
defined,W,7,"['defin', 'ed']",1,0.71,19.98,615.2,1.0
defines,W,7,"['defin', 'es']",1,0.71,20.45,584.11,0.95
deflate,W,7,"['defl', 'ate']",1,0.71,22.3,622.36,0.97
deflates,W,8,"['de', 'flat', 'es']",2,0.62,27.44,616.79,0.92
deflect,W,7,"['deflec', 't']",1,0.71,20.03,619.51,0.98
deflects,W,8,"['deflec', 'ts']",1,0.75,23.89,639.11,0.9
deform,W,6,"['de', 'form']",1,0.67,18.55,621.58,0.97
deformed,W,8,"['de', 'form', 'ed']",2,0.62,26.33,627.17,0.95
deforms,W,7,"['de', 'form', 's']",2,0.57,24.8,636.19,0.95
defraud,W,7,"['de', 'fraud']",1,0.71,19.88,749.22,0.85
defray,W,6,"['de', 'fray']",1,0.67,21.35,749.92,0.62
defrayed,W,8,"['de', 'fray', 'ed']",2,0.62,29.13,724.5,0.57
defrocked,W,9,"['def', 'rock', 'ed']",2,0.67,29.92,755.83,0.55
defrost,W,7,"['de', 'frost']",1,0.71,20.37,671.51,0.97
deft,W,4,['deft'],0,0.75,13.21,733.95,0.57
deftly,W,6,"['deft', 'ly']",1,0.67,21.59,703.9,0.53
deftness,W,8,"['deft', 'ness']",1,0.75,22.99,635.36,0.37
defunct,W,7,['defunct'],0,0.86,13.21,689.58,0.6
defuse,W,6,"['def', 'use']",1,0.67,22.28,561.74,0.9
defused,W,7,"['def', 'used']",1,0.71,24.19,657.56,0.92
defy,W,4,['defy'],0,0.75,13.21,653.7,0.78
degrade,W,7,"['degrad', 'e']",1,0.71,19.2,633.34,0.98
degrades,W,8,"['degrad', 'es']",1,0.75,20.77,669.18,0.92
degree,W,6,['degree'],0,0.83,11.31,516.15,1.0
degrees,W,7,"['degree', 's']",1,0.71,17.55,554.22,1.0
dehorned,W,8,"['de', 'horn', 'ed']",2,0.62,27.83,862.67,0.2
deign,W,5,"['de', 'ign']",1,0.6,20.25,754.92,0.32
deigned,W,7,"['de', 'ign', 'ed']",2,0.57,28.03,753.81,0.42
deigning,W,8,"['de', 'ign', 'ing']",2,0.62,27.5,878.88,0.26
deigns,W,6,"['de', 'ign', 's']",2,0.5,26.49,616.36,0.39
deists,W,6,"['de', 'ist', 's']",2,0.5,24.56,724.2,0.15
dekko,W,5,"['de', 'k', 'ko']",2,0.4,27.01,,0.0
delay,W,5,['delay'],0,0.8,11.96,539.19,0.92
delayed,W,7,"['delay', 'ed']",1,0.71,19.74,529.0,1.0
delays,W,6,"['delay', 's']",1,0.67,18.21,532.03,1.0
delete,W,6,"['delet', 'e']",1,0.67,19.33,513.42,1.0
deletes,W,7,"['delet', 'es']",1,0.71,20.91,661.31,0.92
delf,W,4,"['del', 'f']",1,0.5,20.84,651.0,0.08
delft,W,5,"['del', 'ft']",1,0.6,22.63,935.67,0.08
delight,W,7,['delight'],0,0.86,12.4,572.86,0.95
delights,W,8,"['delight', 's']",1,0.75,18.65,622.26,0.98
dell,W,4,"['d', 'ell']",1,0.5,19.46,616.9,0.75
dells,W,5,"['de', 'lls']",1,0.6,21.75,711.65,0.47
delphi,W,6,"['del', 'ph', 'i']",2,0.5,29.1,655.57,0.35
delphic,W,7,"['del', 'ph', 'ic']",2,0.57,30.77,864.2,0.13
delta,W,5,"['del', 'ta']",1,0.6,22.17,614.44,0.84
deltas,W,6,"['del', 'tas']",1,0.67,23.96,657.94,0.9
delude,W,6,"['delu', 'de']",1,0.67,21.35,660.17,0.84
deluge,W,6,"['delug', 'e']",1,0.67,20.18,732.36,0.58
deluged,W,7,"['delug', 'ed']",1,0.71,21.28,773.45,0.57
delve,W,5,"['delv', 'e']",1,0.6,19.33,728.44,0.71
delved,W,6,"['delv', 'ed']",1,0.67,20.44,740.14,0.74
delves,W,6,"['delv', 'es']",1,0.67,20.91,742.9,0.5
delving,W,7,"['delv', 'ing']",1,0.71,19.9,738.68,0.74
demand,W,6,['demand'],0,0.83,11.66,522.92,1.0
demands,W,7,"['demand', 's']",1,0.71,17.9,562.7,0.97
démarche,W,8,"['d', 'é', 'march', 'e']",3,0.5,37.11,790.12,0.22
demean,W,6,['demean'],0,0.83,12.52,781.57,0.57
demeaned,W,8,"['demean', 'ed']",1,0.75,20.3,759.0,0.72
demeans,W,7,"['demean', 's']",1,0.71,18.77,752.06,0.45
dement,W,6,"['de', 'ment']",1,0.67,17.58,745.24,0.58
demesne,W,7,"['de', 'mes', 'ne']",2,0.57,29.97,712.5,0.05
demesnes,W,8,"['de', 'mes', 'nes']",2,0.62,31.22,985.0,0.03
demise,W,6,"['de', 'mis', 'e']",2,0.5,24.44,619.63,0.95
demo,W,4,['demo'],0,0.75,11.83,640.43,0.97
demob,W,5,"['demo', 'b']",1,0.6,19.44,942.0,0.08
demobbed,W,8,"['demo', 'b', 'bed']",2,0.62,29.63,804.0,0.2
demon,W,5,['demon'],0,0.8,12.3,550.51,1.0
demons,W,6,"['demon', 's']",1,0.67,18.55,571.85,1.0
demos,W,5,"['demo', 's']",1,0.6,18.08,611.43,0.92
demote,W,6,"['demo', 'te']",1,0.67,21.25,619.38,0.82
demur,W,5,"['de', 'mur']",1,0.6,20.14,770.05,0.52
demure,W,6,"['dem', 'ure']",1,0.67,22.56,666.35,0.85
demurred,W,8,"['de', 'murr', 'ed']",2,0.62,28.62,735.29,0.35
demurs,W,6,"['de', 'mur', 's']",2,0.5,26.39,683.5,0.53
den,W,3,['den'],0,0.67,10.89,616.59,0.84
denied,W,6,"['deni', 'ed']",1,0.67,19.67,543.45,1.0
denies,W,6,"['deni', 'es']",1,0.67,20.14,604.05,1.0
denim,W,5,"['den', 'im']",1,0.6,19.64,614.22,0.92
denims,W,6,"['deni', 'ms']",1,0.67,23.56,675.65,0.85
denote,W,6,"['de', 'note']",1,0.67,19.27,627.0,0.97
denotes,W,7,"['denot', 'es']",1,0.71,21.46,737.14,1.0
denounce,W,8,"['denounc', 'e']",1,0.75,19.67,635.65,0.84
denounced,W,9,"['denounc', 'ed']",1,0.78,20.77,657.79,0.85
dens,W,4,"['den', 's']",1,0.5,17.13,630.68,0.7
dense,W,5,['dense'],0,0.8,12.81,569.81,0.97
densely,W,7,"['dense', 'ly']",1,0.71,21.19,733.03,0.89
denseness,W,9,"['dense', 'ness']",1,0.78,22.59,733.33,0.68
denser,W,6,"['dense', 'r']",1,0.67,20.34,687.61,0.74
densest,W,7,"['dense', 'st']",1,0.71,21.13,821.0,0.35
dent,W,4,['dent'],0,0.75,11.56,567.81,0.95
dental,W,6,"['dent', 'al']",1,0.67,19.17,605.21,1.0
dented,W,6,"['dent', 'ed']",1,0.67,19.34,655.89,0.95
denting,W,7,"['dent', 'ing']",1,0.71,18.8,632.12,0.87
dentist,W,7,"['dent', 'ist']",1,0.71,20.7,578.14,0.97
dentists,W,8,"['dent', 'ist', 's']",2,0.62,26.95,561.9,1.0
dents,W,5,"['dent', 's']",1,0.6,17.8,589.15,0.98
denture,W,7,"['dent', 'ure']",1,0.71,21.46,676.24,0.89
dentures,W,8,"['dent', 'ure', 's']",2,0.62,27.71,642.85,0.98
denude,W,6,"['de', 'nude']",1,0.67,21.06,724.0,0.12
deny,W,4,['deny'],0,0.75,13.21,580.59,0.84
depart,W,6,['depart'],0,0.83,12.4,544.03,1.0
departs,W,7,"['depart', 's']",1,0.71,18.65,575.42,0.95
depend,W,6,['depend'],0,0.83,11.51,563.08,0.98
depends,W,7,"['depend', 's']",1,0.71,17.76,517.97,1.0
depict,W,6,['depict'],0,0.83,12.66,666.34,0.89
depicts,W,7,"['depict', 's']",1,0.71,18.9,630.32,0.92
deplete,W,7,"['deplet', 'e']",1,0.71,19.49,683.23,0.71
depletes,W,8,"['deplet', 'es']",1,0.75,21.06,686.96,0.7
deplore,W,7,"['depl', 'ore']",1,0.71,25.17,735.64,0.88
deplored,W,8,"['depl', 'or', 'ed']",2,0.62,29.46,769.68,0.74
deplores,W,8,"['depl', 'or', 'es']",2,0.62,29.93,683.6,0.79
deploy,W,6,['deploy'],0,0.83,12.04,609.77,0.92
deployed,W,8,"['deploy', 'ed']",1,0.75,19.82,622.0,0.95
deploys,W,7,"['deploy', 's']",1,0.71,18.28,625.59,0.98
deport,W,6,['deport'],0,0.83,12.99,625.61,0.95
depose,W,6,"['de', 'pose']",1,0.67,21.06,679.93,0.68
deposed,W,7,['deposed'],0,0.86,13.5,747.89,0.7
depot,W,5,['depot'],0,0.8,13.21,615.34,0.92
depots,W,6,"['depot', 's']",1,0.67,19.46,673.14,0.76
deprave,W,7,"['dep', 'rav', 'e']",2,0.57,30.0,702.15,0.68
depraved,W,8,"['dep', 'rav', 'ed']",2,0.62,31.1,635.27,0.68
depress,W,7,['depress'],0,0.86,12.3,635.64,0.98
depressed,W,9,"['depress', 'ed']",1,0.78,20.08,550.97,1.0
deprive,W,7,"['depriv', 'e']",1,0.71,19.33,632.28,0.97
deprived,W,8,"['depriv', 'ed']",1,0.75,20.44,586.3,1.0
depth,W,5,['depth'],0,0.8,12.81,524.95,1.0
depths,W,6,"['depth', 's']",1,0.67,19.06,549.22,0.92
depute,W,6,"['deput', 'e']",1,0.67,19.08,539.07,0.38
deputes,W,7,"['deput', 'es']",1,0.71,20.65,720.0,0.42
derail,W,6,['derail'],0,0.83,12.81,700.41,0.76
derailed,W,8,"['derail', 'ed']",1,0.75,20.59,648.42,0.92
derange,W,7,"['de', 'range']",1,0.71,19.61,754.79,0.76
deranged,W,8,"['de', 'range', 'd']",2,0.62,27.52,756.15,0.92
derbies,W,7,"['derb', 'ies']",1,0.71,24.88,869.73,0.32
derby,W,5,"['derb', 'y']",1,0.6,20.44,653.4,0.84
deride,W,6,"['de', 'ride']",1,0.67,20.25,745.14,0.58
derides,W,7,"['de', 'ride', 's']",2,0.57,26.49,737.65,0.47
derive,W,6,"['deriv', 'e']",1,0.67,19.2,694.58,0.9
derived,W,7,"['deriv', 'ed']",1,0.71,20.3,666.17,0.95
derives,W,7,"['deriv', 'es']",1,0.71,20.77,663.62,0.89
derrick,W,7,"['der', 'rick']",1,0.71,23.09,910.8,0.28
derricks,W,8,"['der', 'rick', 's']",2,0.62,29.33,897.0,0.08
derv,W,4,"['der', 'v']",1,0.5,20.4,,0.0
dervish,W,7,"['der', 'vi', 'sh']",2,0.57,29.98,770.89,0.25
descale,W,7,"['de', 'scale']",1,0.71,19.67,855.09,0.61
descant,W,7,"['des', 'cant']",1,0.71,23.04,801.53,0.5
descants,W,8,"['des', 'cant', 's']",2,0.62,29.29,796.5,0.65
descend,W,7,['descend'],0,0.86,12.66,560.35,1.0
descends,W,8,"['descend', 's']",1,0.75,18.9,628.95,0.98
descent,W,7,"['des', 'cent']",1,0.71,21.85,592.05,1.0
descents,W,8,"['des', 'cent', 's']",2,0.62,28.1,621.54,1.0
describe,W,8,"['describ', 'e']",1,0.75,19.49,558.03,1.0
described,W,9,"['describ', 'ed']",1,0.78,20.59,627.49,1.0
describes,W,9,"['describ', 'es']",1,0.78,21.06,570.16,1.0
descried,W,8,"['de', 'scri', 'ed']",2,0.62,28.43,765.29,0.22
desert,W,6,['desert'],0,0.83,12.81,609.47,0.97
deserts,W,7,"['desert', 's']",1,0.71,19.06,667.0,0.97
deserve,W,7,"['deserv', 'e']",1,0.71,18.79,574.37,1.0
deserved,W,8,"['deserv', 'ed']",1,0.75,19.9,600.05,1.0
deserves,W,8,"['deserv', 'es']",1,0.75,20.37,558.59,0.98
design,W,6,['design'],0,0.83,11.05,573.45,1.0
designed,W,8,"['design', 'ed']",1,0.75,18.83,668.47,1.0
designs,W,7,"['design', 's']",1,0.71,17.29,547.63,1.0
desist,W,6,"['des', 'ist']",1,0.67,20.86,682.59,0.42
desists,W,7,"['des', 'ist', 's']",2,0.57,27.1,774.25,0.55
desk,W,4,['desk'],0,0.75,12.4,523.38,0.97
desks,W,5,"['desk', 's']",1,0.6,18.65,576.27,0.97
deskwork,W,8,"['desk', 'work']",1,0.75,20.63,794.28,0.68
despair,W,7,['despair'],0,0.86,12.81,577.95,1.0
despaired,W,9,"['despair', 'ed']",1,0.78,20.59,692.71,0.97
despairs,W,8,"['despair', 's']",1,0.75,19.06,654.32,0.9
despise,W,7,"['despis', 'e']",1,0.71,19.89,619.25,0.95
despised,W,8,"['despis', 'ed']",1,0.75,21.0,752.66,0.88
despite,W,7,"['de', 'spite']",1,0.71,20.5,591.65,1.0
despoil,W,7,"['de', 'spoil']",1,0.71,20.25,613.17,0.32
despoiled,W,9,"['de', 'spoil', 'ed']",2,0.67,28.03,630.79,0.5
despond,W,7,"['des', 'pond']",1,0.71,23.19,712.17,0.48
despot,W,6,"['de', 'spot']",1,0.67,19.96,697.44,0.29
despots,W,7,"['de', 'spot', 's']",2,0.57,26.21,782.71,0.45
dessert,W,7,['dessert'],0,0.86,13.21,575.97,0.97
desserts,W,8,"['dessert', 's']",1,0.75,19.46,561.41,1.0
destined,W,8,"['dest', 'in', 'ed']",2,0.62,27.42,653.24,0.97
destroy,W,7,['destroy'],0,0.86,12.12,531.35,1.0
destroyed,W,9,"['destroy', 'ed']",1,0.78,19.9,537.68,1.0
destroys,W,8,"['destroy', 's']",1,0.75,18.36,538.58,1.0
destruct,W,8,"['destruc', 't']",1,0.75,19.88,576.35,0.92
detach,W,6,['detach'],0,0.83,12.99,600.53,0.92
detached,W,8,"['detach', 'ed']",1,0.75,20.77,654.1,0.98
detail,W,6,['detail'],0,0.83,12.3,578.71,1.0
detailed,W,8,"['detail', 'ed']",1,0.75,20.08,593.95,0.97
details,W,7,"['detail', 's']",1,0.71,18.55,542.92,0.97
detain,W,6,['detain'],0,0.83,12.4,565.65,0.98
detained,W,8,"['detain', 'ed']",1,0.75,20.18,653.97,1.0
detect,W,6,['detect'],0,0.83,11.96,563.19,0.97
detects,W,7,"['detect', 's']",1,0.71,18.21,570.66,1.0
détente,W,7,"['d', 'é', 'tent', 'e']",3,0.43,36.62,724.29,0.18
deter,W,5,['deter'],0,0.8,13.21,740.62,0.55
deterred,W,8,"['deterr', 'ed']",1,0.75,20.77,677.87,0.98
deters,W,6,"['deter', 's']",1,0.67,19.46,737.0,0.71
detest,W,6,"['de', 'test']",1,0.67,18.46,648.63,0.98
detests,W,7,"['de', 'test', 's']",2,0.57,24.7,623.14,0.92
dethrone,W,8,['dethrone'],0,0.88,13.21,795.56,0.26
dethroned,W,9,"['dethrone', 'd']",1,0.78,21.12,834.0,0.58
detour,W,6,['detour'],0,0.83,13.21,649.11,0.92
detoured,W,8,"['detour', 'ed']",1,0.75,21.0,726.53,0.85
detours,W,7,"['detour', 's']",1,0.71,19.46,727.0,0.92
detract,W,7,['detract'],0,0.86,12.99,680.44,0.89
detracts,W,8,"['detract', 's']",1,0.75,19.24,685.74,0.92
detrained,W,9,"['de', 'train', 'ed']",2,0.67,26.73,655.89,0.52
deuce,W,5,"['de', 'uc', 'e']",2,0.4,27.18,651.58,0.8
deuces,W,6,"['de', 'uc', 'es']",2,0.5,28.75,689.88,0.66
deutschmark,W,11,"['de', 'ut', 'sch', 'mark']",3,0.64,39.03,996.79,0.5
deutschmarks,W,12,"['de', 'ut', 'sch', 'mark', 's']",4,0.58,45.28,860.8,0.52
deviance,W,8,"['devi', 'ance']",1,0.75,21.58,634.06,1.0
deviant,W,7,"['devi', 'ant']",1,0.71,20.77,621.57,0.97
deviants,W,8,"['devi', 'ant', 's']",2,0.62,27.02,588.63,1.0
device,W,6,"['de', 'vice']",1,0.67,19.31,575.85,1.0
devil,W,5,"['d', 'evil']",1,0.6,19.67,556.27,0.97
devilled,W,8,"['de', 'ville', 'd']",2,0.62,26.77,960.5,0.32
devils,W,6,"['d', 'evil', 's']",2,0.5,25.92,584.08,0.98
devious,W,7,"['devi', 'ous']",1,0.71,22.06,599.0,0.95
devise,W,6,"['devi', 'se']",1,0.67,21.35,609.84,0.97
devised,W,7,"['devi', 'sed']",1,0.71,22.99,586.22,0.97
devoid,W,6,"['de', 'void']",1,0.67,20.14,649.8,0.84
devote,W,6,['devote'],0,0.83,12.81,600.51,0.97
devotes,W,7,"['devote', 's']",1,0.71,19.06,582.66,0.97
devout,W,6,"['dev', 'out']",1,0.67,19.79,640.06,0.92
dew,W,3,['dew'],0,0.67,12.81,588.63,0.9
dewdrop,W,7,"['dew', 'drop']",1,0.71,22.65,741.36,0.68
dewdrops,W,8,"['dew', 'drop', 's']",2,0.62,28.9,736.32,0.78
dewlap,W,6,"['dew', 'lap']",1,0.67,24.29,937.0,0.02
dewy,W,4,"['dew', 'y']",1,0.5,20.26,752.32,0.61
dextrose,W,8,"['d', 'ext', 'rose']",2,0.62,31.53,791.42,0.53
dextrous,W,8,"['d', 'extr', 'ous']",2,0.62,30.5,728.8,0.62
dhoti,W,5,"['dh', 'oti']",1,0.6,25.8,526.0,0.02
dhow,W,4,"['d', 'how']",1,0.5,19.61,,0.0
dhows,W,5,"['d', 'how', 's']",2,0.4,25.86,,0.0
dial,W,4,['dial'],0,0.75,12.52,572.66,1.0
dialled,W,7,"['dial', 'led']",1,0.71,24.41,675.19,0.97
dials,W,5,"['dial', 's']",1,0.6,18.77,553.42,0.95
dib,W,3,"['di', 'b']",1,0.33,18.75,708.57,0.38
dibbed,W,6,"['di', 'b', 'bed']",2,0.5,28.93,877.11,0.25
dibber,W,6,"['di', 'bb', 'er']",2,0.5,29.03,745.83,0.18
dibble,W,6,"['di', 'b', 'ble']",2,0.5,29.72,867.29,0.18
dibs,W,4,"['di', 'b', 's']",2,0.25,25.0,801.26,0.53
dice,W,4,"['dic', 'e']",1,0.5,19.08,539.81,0.97
diced,W,5,"['dic', 'ed']",1,0.6,20.18,686.77,0.98
dicey,W,5,"['dic', 'ey']",1,0.6,22.59,793.48,0.58
dicing,W,6,"['dic', 'ing']",1,0.67,19.65,692.87,0.78
dick,W,4,"['d', 'ick']",1,0.5,19.73,576.27,0.97
dickens,W,7,"['di', 'cken', 's']",2,0.57,29.05,696.3,0.7
dicker,W,6,"['di', 'cker']",1,0.67,23.02,649.29,0.18
dickies,W,7,"['d', 'ick', 'ies']",2,0.57,31.62,717.38,0.39
dicks,W,5,"['dic', 'ks']",1,0.6,24.29,620.42,0.87
dicky,W,5,"['dic', 'ky']",1,0.6,24.07,600.76,0.5
dicta,W,5,"['dic', 'ta']",1,0.6,22.28,663.67,0.08
dictate,W,7,"['dictat', 'e']",1,0.71,19.67,620.33,1.0
dictates,W,8,"['dictat', 'es']",1,0.75,21.24,635.66,1.0
diction,W,7,"['dic', 'tion']",1,0.71,21.52,680.07,0.7
dictum,W,6,"['dic', 'tum']",1,0.67,23.28,757.15,0.34
dictums,W,7,"['dic', 'tum', 's']",2,0.57,29.53,765.12,0.22
did,W,3,['did'],0,0.67,12.2,538.33,1.0
diddle,W,6,"['did', 'd', 'le']",2,0.5,28.75,585.67,0.52
diddled,W,7,"['did', 'dl', 'ed']",2,0.57,31.06,713.41,0.45
didst,W,5,"['did', 'st']",1,0.6,20.52,,0.02
die,W,3,['die'],0,0.67,12.3,545.63,1.0
died,W,4,['died'],0,0.75,13.21,524.58,1.0
diehard,W,7,"['die', 'hard']",1,0.71,21.17,758.52,0.68
diehards,W,8,"['diehar', 'ds']",1,0.75,24.83,820.42,0.5
dies,W,4,"['die', 's']",1,0.5,18.55,553.17,0.95
diesel,W,6,['diesel'],0,0.83,13.5,635.24,0.97
diesels,W,7,"['diesel', 's']",1,0.71,19.75,605.94,0.87
diet,W,4,['diet'],0,0.75,12.2,505.13,1.0
diets,W,5,"['diet', 's']",1,0.6,18.45,583.65,0.97
differ,W,6,['differ'],0,0.83,11.89,710.15,0.71
differed,W,8,"['differ', 'ed']",1,0.75,19.67,663.0,1.0
difference,W,10,['difference'],0,0.9,12.81,604.14,1.0
different,W,9,"['differ', 'ent']",1,0.78,20.95,547.53,1.0
differs,W,7,"['differ', 's']",1,0.71,18.14,645.5,0.85
diffract,W,8,"['diff', 'r', 'act']",2,0.62,29.43,812.31,0.32
diffuse,W,7,"['diff', 'use']",1,0.71,22.79,590.72,1.0
diffused,W,8,"['diff', 'used']",1,0.75,24.7,652.59,0.97
dig,W,3,['dig'],0,0.67,12.3,579.87,1.0
digest,W,6,['digest'],0,0.83,12.66,583.32,0.97
digests,W,7,"['digest', 's']",1,0.71,18.9,595.46,0.98
digger,W,6,"['digg', 'er']",1,0.67,20.17,601.91,0.95
diggers,W,7,"['digg', 'ers']",1,0.71,23.22,626.39,0.95
digging,W,7,"['digg', 'ing']",1,0.71,20.24,637.72,1.0
diggings,W,8,"['digg', 'ing', 's']",2,0.62,26.49,631.3,0.82
digit,W,5,['digit'],0,0.8,12.04,623.33,0.95
digits,W,6,"['digit', 's']",1,0.67,18.28,582.17,1.0
digraph,W,7,"['di', 'graph']",1,0.71,21.19,805.67,0.08
digraphs,W,8,"['di', 'graph', 's']",2,0.62,27.44,960.5,0.05
digress,W,7,"['dig', 'ress']",1,0.71,23.27,729.4,0.75
digressed,W,9,"['dig', 'ress', 'ed']",2,0.67,31.05,743.85,0.76
digs,W,4,"['dig', 's']",1,0.5,18.55,606.29,1.0
dike,W,4,"['di', 'ke']",1,0.5,21.27,679.05,0.57
diked,W,5,"['di', 'k', 'ed']",2,0.4,26.92,841.5,0.16
dikes,W,5,"['di', 'k', 'es']",2,0.4,27.39,823.67,0.68
dilate,W,6,"['di', 'late']",1,0.67,21.27,660.53,0.89
dilates,W,7,"['di', 'late', 's']",2,0.57,27.52,637.7,0.87
dildo,W,5,"['dil', 'do']",1,0.6,22.35,665.36,0.95
dildos,W,6,"['dil', 'dos']",1,0.67,24.98,708.27,0.84
dill,W,4,"['d', 'ill']",1,0.5,18.65,740.9,0.76
dilute,W,6,"['dilut', 'e']",1,0.67,19.67,605.36,0.95
dilutes,W,7,"['dilut', 'es']",1,0.71,21.24,672.36,0.95
dim,W,3,['dim'],0,0.67,12.52,566.45,0.92
dime,W,4,['dime'],0,0.75,13.5,596.39,0.95
dimes,W,5,"['dime', 's']",1,0.6,19.75,669.75,0.8
dimly,W,5,"['dim', 'ly']",1,0.6,20.9,630.5,0.8
dimmed,W,6,"['dimm', 'ed']",1,0.67,21.0,646.45,0.98
dimmer,W,6,"['dimm', 'er']",1,0.67,20.4,615.17,0.82
dimmest,W,7,"['dimm', 'est']",1,0.71,23.12,719.91,0.85
dimming,W,7,"['dimm', 'ing']",1,0.71,20.46,804.58,0.84
dimness,W,7,"['dim', 'ness']",1,0.71,22.3,702.96,0.75
dimple,W,6,"['dim', 'ple']",1,0.67,23.6,631.0,0.95
dimpled,W,7,"['d', 'impl', 'ed']",2,0.57,27.98,784.41,0.76
dimples,W,7,"['d', 'impl', 'es']",2,0.57,28.45,671.41,0.92
dimpling,W,8,"['d', 'impl', 'ing']",2,0.62,27.45,657.0,0.35
dims,W,4,"['dim', 's']",1,0.5,18.77,672.58,0.82
dimwit,W,6,"['dim', 'wit']",1,0.67,23.6,674.84,0.62
dimwits,W,7,"['dim', 'wit', 's']",2,0.57,29.84,712.62,0.57
din,W,3,['din'],0,0.67,12.4,682.25,0.5
dinar,W,5,"['din', 'ar']",1,0.6,21.15,685.5,0.12
dinars,W,6,"['din', 'ars']",1,0.67,23.73,481.0,0.05
dine,W,4,['dine'],0,0.75,13.21,583.03,0.95
dined,W,5,"['din', 'ed']",1,0.6,20.18,657.59,0.92
diner,W,5,"['din', 'er']",1,0.6,19.59,652.05,1.0
diners,W,6,"['din', 'ers']",1,0.67,22.63,612.27,0.95
dines,W,5,"['dine', 's']",1,0.6,19.46,672.48,0.8
dinghies,W,8,"['dingh', 'ies']",1,0.75,25.39,748.2,0.28
dinghy,W,6,"['dingh', 'y']",1,0.67,20.95,830.31,0.42
dingle,W,6,"['ding', 'le']",1,0.67,21.63,605.59,0.58
dingles,W,7,"['ding', 'les']",1,0.71,22.97,667.06,0.47
dingo,W,5,"['ding', 'o']",1,0.6,20.9,598.86,0.7
dingoes,W,7,"['ding', 'o', 'es']",2,0.57,29.15,774.05,0.5
dingy,W,5,"['ding', 'y']",1,0.6,20.44,633.45,0.95
dining,W,6,['dining'],0,0.83,13.21,592.16,0.92
dinkum,W,6,"['din', 'k', 'um']",2,0.5,30.28,757.25,0.11
dinky,W,5,"['din', 'ky']",1,0.6,24.07,718.85,0.52
dinned,W,6,"['dinn', 'ed']",1,0.67,20.59,732.43,0.4
dinner,W,6,"['dinn', 'er']",1,0.67,19.99,508.72,1.0
dinners,W,7,"['dinn', 'ers']",1,0.71,23.04,547.34,0.95
dinning,W,7,"['dinn', 'ing']",1,0.71,20.06,712.61,0.48
dins,W,4,"['din', 's']",1,0.5,18.65,600.07,0.42
dint,W,4,"['d', 'int']",1,0.5,19.61,602.78,0.22
dints,W,5,"['din', 'ts']",1,0.6,23.48,745.5,0.22
dip,W,3,['dip'],0,0.67,11.83,532.62,0.98
diphthong,W,9,"['dip', 'h', 'th', 'ong']",3,0.56,39.74,902.6,0.16
diphthongs,W,10,"['dip', 'h', 'tho', 'ngs']",3,0.6,43.76,879.0,0.1
dipped,W,6,"['dipp', 'ed']",1,0.67,21.0,579.73,0.97
dipper,W,6,"['dipp', 'er']",1,0.67,20.4,614.9,0.82
dippers,W,7,"['dipp', 'ers']",1,0.71,23.44,650.0,0.9
dipping,W,7,"['dipp', 'ing']",1,0.71,20.46,609.26,0.95
dips,W,4,"['dip', 's']",1,0.5,18.08,564.86,0.97
dipstick,W,8,"['dip', 'stick']",1,0.75,21.36,659.31,0.88
diptych,W,7,"['dip', 'ty', 'ch']",2,0.57,30.59,944.0,0.03
dire,W,4,"['di', 're']",1,0.5,17.86,700.0,0.84
direct,W,6,['direct'],0,0.83,11.27,526.28,0.98
directs,W,7,"['direct', 's']",1,0.71,17.52,546.63,0.98
dirge,W,5,"['dir', 'ge']",1,0.6,22.79,680.44,0.24
dirges,W,6,"['dir', 'ge', 's']",2,0.5,29.03,779.0,0.26
dirk,W,4,"['d', 'irk']",1,0.5,21.41,527.0,0.11
dirks,W,5,"['dir', 'ks']",1,0.6,25.39,647.5,0.05
dirt,W,4,['dirt'],0,0.75,12.66,519.72,0.98
dirtied,W,7,"['dir', 'tied']",1,0.71,25.17,759.54,0.82
dirtier,W,7,"['dirt', 'ier']",1,0.71,23.73,661.36,0.98
dirty,W,5,"['dirt', 'y']",1,0.6,20.11,515.05,1.0
disarm,W,6,"['dis', 'arm']",1,0.67,19.75,672.12,1.0
disarmed,W,8,"['dis', 'arm', 'ed']",2,0.62,27.53,722.81,0.97
disarms,W,7,"['dis', 'arms']",1,0.71,20.62,618.16,0.95
disband,W,7,['disband'],0,0.86,12.99,691.85,0.71
disbands,W,8,"['disband', 's']",1,0.75,19.24,705.22,0.74
disbarred,W,9,"['dis', 'bar', 'red']",2,0.67,28.09,792.38,0.55
disburse,W,8,"['disburs', 'e']",1,0.75,19.49,719.17,0.2
disbursed,W,9,"['disburs', 'ed']",1,0.78,20.59,890.0,0.32
disc,W,4,['disc'],0,0.75,11.89,569.25,0.95
discard,W,7,"['dis', 'card']",1,0.71,19.14,551.08,0.98
discards,W,8,"['dis', 'card', 's']",2,0.62,25.39,617.53,0.95
discern,W,7,['discern'],0,0.86,12.66,676.87,0.92
discerned,W,9,"['discern', 'ed']",1,0.78,20.44,743.31,0.89
