Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Morphessor_Scores,Reading_Time,Accuracy
boeltjes,W,8,"['boel', 'tjes']",1,0.75,22.15,684.86,0.62
boem,W,4,['boem'],0,0.75,12.39,664.03,0.87
boeman,W,6,"['boe', 'man']",1,0.67,19.89,684.03,0.85
boer,W,4,['boer'],0,0.75,12.03,564.97,0.97
boerde,W,6,"['boerd', 'e']",1,0.67,18.47,722.63,0.74
boeren,W,6,['boeren'],0,0.83,10.41,585.14,1.0
boerin,W,6,"['boer', 'in']",1,0.67,18.66,579.21,1.0
boers,W,5,"['bo', 'ers']",1,0.6,17.95,615.38,0.69
boerse,W,6,"['boer', 'se']",1,0.67,20.49,682.21,0.44
boertje,W,7,"['bo', 'ertje']",1,0.71,21.58,662.97,0.79
boertjes,W,8,"['boer', 'tjes']",1,0.75,21.64,665.49,1.0
boete,W,5,['boete'],0,0.8,11.56,558.67,0.97
boeten,W,6,"['boete', 'n']",1,0.67,19.1,579.0,0.97
boetes,W,6,"['boete', 's']",1,0.67,17.55,621.63,0.97
boetiek,W,7,"['boe', 'tiek']",1,0.71,21.59,608.75,0.95
boetieks,W,8,"['boe', 'tiek', 's']",2,0.62,27.58,693.0,0.67
boeven,W,6,"['bo', 'even']",1,0.67,19.41,626.76,0.97
boezem,W,6,['boezem'],0,0.83,12.14,579.97,0.97
boezems,W,7,"['boezem', 's']",1,0.71,18.12,621.26,1.0
bof,W,3,"['bo', 'f']",1,0.33,17.63,643.88,0.9
boffen,W,6,"['b', 'off', 'en']",2,0.5,24.35,604.94,0.9
bogen,W,5,"['bo', 'gen']",1,0.6,19.16,694.44,0.85
bok,W,3,['bok'],0,0.67,12.55,614.53,1.0
bokaal,W,6,"['bo', 'kaal']",1,0.67,20.77,634.0,0.87
bokken,W,6,['bokken'],0,0.83,12.95,631.97,0.87
boks,W,4,['boks'],0,0.75,11.56,776.1,0.54
boksen,W,6,"['boks', 'en']",1,0.67,17.78,587.56,1.0
bokser,W,6,"['boks', 'er']",1,0.67,18.15,633.79,1.0
boksers,W,7,"['boks', 'ers']",1,0.71,19.56,667.11,0.97
bol,W,3,['bol'],0,0.67,10.97,556.94,0.97
bolhoed,W,7,"['bol', 'hoed']",1,0.71,21.2,687.65,0.9
bolle,W,5,"['bol', 'le']",1,0.6,19.12,670.0,0.79
bollen,W,6,['bollen'],0,0.83,12.73,598.23,0.97
bolwerk,W,7,"['bol', 'werk']",1,0.71,18.27,647.03,0.82
bom,W,3,['bom'],0,0.67,11.16,543.29,0.97
bomen,W,5,['bomen'],0,0.8,11.7,568.33,1.0
bommen,W,6,"['bomm', 'en']",1,0.67,18.36,680.19,1.0
bon,W,3,['bon'],0,0.67,11.16,613.12,0.9
bonbon,W,6,"['bon', 'bon']",1,0.67,20.99,651.46,0.9
bonbons,W,7,"['bon', 'bon', 's']",2,0.57,26.97,660.08,0.97
bond,W,4,['bond'],0,0.75,11.2,621.97,0.92
bonden,W,6,"['bond', 'en']",1,0.67,17.42,642.74,0.87
bondig,W,6,"['bond', 'ig']",1,0.67,20.02,615.34,1.0
bonen,W,5,"['bon', 'en']",1,0.6,17.38,598.84,0.97
bongo,W,5,"['bon', 'go']",1,0.6,20.16,633.94,0.79
bongo's,W,7,"['bon', 'go', ""'s""]",2,0.57,30.46,745.83,0.74
bonjour,W,7,"['bon', 'jo', 'ur']",2,0.57,29.7,602.36,0.77
bonk,W,4,['bonk'],0,0.75,12.55,615.66,0.77
bonken,W,6,"['bonk', 'en']",1,0.67,18.76,641.5,0.97
bonkjes,W,7,"['bonk', 'jes']",1,0.71,21.56,772.65,0.51
bonkte,W,6,"['bonk', 'te']",1,0.67,20.49,646.73,0.95
bonkten,W,7,"['bonk', 'ten']",1,0.71,21.24,719.94,0.85
bonnen,W,6,"['bonn', 'en']",1,0.67,18.36,643.44,0.85
bons,W,4,"['bon', 's']",1,0.5,17.14,654.04,0.74
bonsde,W,6,"['bon', 's', 'de']",2,0.5,24.78,752.5,0.82
bont,W,4,"['b', 'ont']",1,0.5,16.31,607.12,0.9
bonte,W,5,"['bon', 'te']",1,0.6,19.1,750.67,0.87
bonten,W,6,"['bon', 'ten']",1,0.67,19.85,668.69,0.46
bontjas,W,7,"['b', 'ont', 'jas']",2,0.57,26.54,661.37,0.92
bonus,W,5,['bonus'],0,0.8,11.45,582.51,0.95
bonzen,W,6,"['bon', 'zen']",1,0.67,21.53,615.67,0.9
bonzend,W,7,"['bon', 'zend']",1,0.71,20.61,640.18,0.87
bood,W,4,['bood'],0,0.75,13.24,638.41,0.82
boodschap,W,9,['boodschap'],0,0.89,11.34,566.16,1.0
boog,W,4,['boog'],0,0.75,11.85,565.16,0.97
boogje,W,6,"['boog', 'je']",1,0.67,20.65,676.52,0.85
boogjes,W,7,"['boog', 'jes']",1,0.71,20.87,694.09,0.92
boom,W,4,['boom'],0,0.75,10.78,529.41,1.0
boomgaard,W,9,"['boom', 'g', 'aard']",2,0.67,27.09,617.58,0.97
boomgrens,W,9,"['boom', 'grens']",1,0.78,19.8,740.0,0.74
boompje,W,7,"['boom', 'p', 'je']",2,0.57,26.81,611.76,0.97
boompjes,W,8,"['boom', 'p', 'jes']",2,0.62,27.02,588.92,0.97
boomstam,W,8,"['boom', 'stam']",1,0.75,21.02,673.74,0.92
boomstronk,W,10,"['boom', 'stro', 'nk']",2,0.7,30.59,718.03,0.92
boon,W,4,"['bo', 'on']",1,0.5,16.76,615.27,0.97
boontje,W,7,"['bo', 'ont', 'je']",2,0.57,26.18,658.08,0.97
boontjes,W,8,"['bo', 'on', 'tjes']",2,0.62,26.37,637.44,0.95
boor,W,4,['boor'],0,0.75,12.03,572.69,0.92
boord,W,5,['boord'],0,0.8,12.14,613.14,0.97
boorde,W,6,"['boord', 'e']",1,0.67,18.35,639.48,0.9
boorden,W,7,"['boord', 'en']",1,0.71,18.36,636.37,0.95
boos,W,4,['boos'],0,0.75,11.94,544.53,1.0
boosheid,W,8,"['boos', 'heid']",1,0.75,21.16,563.08,1.0
boot,W,4,['boot'],0,0.75,11.77,553.15,1.0
boothuis,W,8,"['boot', 'huis']",1,0.75,20.13,661.22,0.87
bootje,W,6,['bootje'],0,0.83,12.73,574.24,0.95
bootjes,W,7,"['bootje', 's']",1,0.71,18.71,578.65,0.95
boots,W,5,"['boot', 's']",1,0.6,17.76,649.0,0.18
bootslui,W,8,"['boot', 'slui']",1,0.75,22.58,664.45,0.33
bootsman,W,8,"['boot', 's', 'man']",2,0.62,26.02,730.83,0.36
bord,W,4,['bord'],0,0.75,10.75,552.85,1.0
bordeaux,W,8,"['bord', 'eaux']",1,0.75,22.66,727.32,0.95
bordeauxs,W,9,"['bord', 'eaux', 's']",2,0.67,28.65,743.73,0.31
bordeel,W,7,"['bor', 'deel']",1,0.71,19.88,630.58,0.97
borden,W,6,"['bord', 'en']",1,0.67,16.97,561.54,0.97
border,W,6,"['bord', 'er']",1,0.67,17.34,606.4,0.44
borders,W,7,"['bord', 'ers']",1,0.71,18.75,660.27,0.46
bordes,W,6,"['bord', 'es']",1,0.67,20.18,677.5,0.28
bordje,W,6,"['bord', 'je']",1,0.67,19.56,539.23,1.0
bordjes,W,7,"['bord', 'jes']",1,0.71,19.77,579.05,0.97
boren,W,5,"['bor', 'en']",1,0.6,17.3,615.82,0.9
borg,W,4,['borg'],0,0.75,11.25,621.16,0.95
borgen,W,6,"['borg', 'en']",1,0.67,17.47,716.58,0.72
boring,W,6,"['bor', 'ing']",1,0.67,19.08,612.17,0.46
borrel,W,6,['borrel'],0,0.83,11.77,608.67,1.0
borrels,W,7,"['borrel', 's']",1,0.71,17.76,586.08,1.0
borst,W,5,['borst'],0,0.8,11.12,593.84,1.0
borstbeen,W,9,"['borst', 'been']",1,0.78,21.56,665.89,0.97
borstel,W,7,"['borst', 'el']",1,0.71,18.88,579.36,1.0
borstels,W,8,"['borst', 'els']",1,0.75,22.05,669.56,1.0
borsten,W,7,"['borst', 'en']",1,0.71,17.34,608.86,0.95
borstje,W,7,"['borst', 'je']",1,0.71,19.92,674.57,0.97
borstkas,W,8,"['borst', 'kas']",1,0.75,21.56,642.55,1.0
borstzak,W,8,"['borst', 'zak']",1,0.75,20.23,669.0,0.92
bos,W,3,['bos'],0,0.67,10.65,570.13,0.97
bosbes,W,6,"['bos', 'be', 's']",2,0.5,23.0,679.26,0.9
bosgrond,W,8,"['bos', 'grond']",1,0.75,19.31,715.09,0.87
bosje,W,5,"['bos', 'je']",1,0.6,19.45,561.74,1.0
bosjes,W,6,"['bos', 'jes']",1,0.67,19.67,603.95,1.0
bospad,W,6,"['bos', 'pad']",1,0.67,20.44,675.44,0.92
bosrand,W,7,"['bos', 'rand']",1,0.71,20.1,704.16,0.85
boss,W,4,"['bos', 's']",1,0.5,16.63,798.0,0.18
bossen,W,6,"['bo', 'ssen']",1,0.67,19.97,573.71,0.9
bosses,W,6,"['bos', 'se', 's']",2,0.5,25.09,,0.0
bot,W,3,['bot'],0,0.67,11.5,575.36,0.95
boten,W,5,"['bot', 'en']",1,0.6,17.72,613.72,0.95
boter,W,5,['boter'],0,0.8,12.55,559.5,0.95
botje,W,5,"['bot', 'je']",1,0.6,20.31,594.0,0.9
botjes,W,6,"['bo', 'tjes']",1,0.67,19.56,669.74,0.97
botsen,W,6,"['bots', 'en']",1,0.67,17.51,585.05,1.0
botsing,W,7,"['bots', 'ing']",1,0.71,19.29,644.03,1.0
botste,W,6,"['bots', 'te']",1,0.67,19.24,609.76,0.95
botsten,W,7,"['bots', 'ten']",1,0.71,19.98,743.52,0.9
botte,W,5,"['bott', 'e']",1,0.6,18.35,690.67,0.72
botten,W,6,"['bott', 'en']",1,0.67,18.36,591.62,0.97
botweg,W,6,"['bot', 'weg']",1,0.67,19.19,702.41,0.87
boudoir,W,7,"['b', 'oud', 'oir']",2,0.57,29.31,760.96,0.74
boudoirs,W,8,"['b', 'oud', 'oir', 's']",3,0.5,35.29,722.5,0.82
bouillon,W,8,"['bou', 'ill', 'on']",2,0.62,28.1,657.41,0.97
bouillons,W,9,"['bou', 'ill', 'ons']",2,0.67,31.59,730.48,0.79
bouquet,W,7,"['bou', 'que', 't']",2,0.57,27.4,759.83,0.56
bourbon,W,7,"['bour', 'bon']",1,0.71,22.37,755.8,0.51
bourbons,W,8,"['bour', 'bon', 's']",2,0.62,28.36,732.33,0.41
bout,W,4,"['bou', 't']",1,0.5,17.76,720.2,0.46
bouten,W,6,"['bou', 'ten']",1,0.67,19.81,747.56,0.74
boutje,W,6,"['bou', 'tje']",1,0.67,21.93,709.96,0.62
bouvier,W,7,"['bou', 'vier']",1,0.71,19.88,770.54,0.41
bouviers,W,8,"['bou', 'vier', 's']",2,0.62,25.86,870.29,0.41
bouw,W,4,['bouw'],0,0.75,9.24,539.1,1.0
bouwde,W,6,"['bouw', 'de']",1,0.67,16.88,568.05,0.95
bouwden,W,7,"['bouw', 'den']",1,0.71,18.24,619.71,0.97
bouwen,W,6,"['bouw', 'en']",1,0.67,15.46,536.92,1.0
bouwer,W,6,"['bouw', 'er']",1,0.67,15.82,602.35,0.87
bouwers,W,7,"['bouw', 'ers']",1,0.71,17.23,666.71,0.87
bouwkunst,W,9,"['bouw', 'kunst']",1,0.78,17.69,639.24,0.97
bouwland,W,8,"['bouw', 'land']",1,0.75,17.38,688.12,0.85
bouwplan,W,8,"['bouw', 'plan']",1,0.75,18.95,628.21,0.97
bouwsel,W,7,"['bouw', 'sel']",1,0.71,18.88,648.88,0.72
bouwsels,W,8,"['bouw', 'sel', 's']",2,0.62,24.86,715.35,0.72
bouwt,W,5,"['bouw', 't']",1,0.6,15.88,577.35,1.0
bouwwerk,W,8,"['bouw', 'werk']",1,0.75,16.53,591.3,0.97
boven,W,5,['boven'],0,0.8,10.23,563.92,0.97
bowl,W,4,['bowl'],0,0.75,12.73,650.19,0.79
bowling,W,7,"['bowl', 'ing']",1,0.71,20.72,594.21,1.0
bowlings,W,8,"['bowl', 'ings']",1,0.75,19.48,648.07,0.85
bowls,W,5,"['bowl', 's']",1,0.6,18.71,659.46,0.44
box,W,3,['box'],0,0.67,11.5,567.73,0.97
boxen,W,5,"['box', 'en']",1,0.6,17.72,626.81,0.97
boy,W,3,['boy'],0,0.67,12.39,599.39,0.64
boycot,W,6,"['boyco', 't']",1,0.67,18.78,645.44,0.95
boycots,W,7,"['boyco', 'ts']",1,0.71,21.28,705.66,0.92
boys,W,4,"['boy', 's']",1,0.5,18.38,614.85,0.72
boze,W,4,"['bo', 'ze']",1,0.5,18.77,602.17,0.92
bozen,W,5,"['bo', 'zen']",1,0.6,20.32,597.63,0.51
bozer,W,5,"['bo', 'z', 'er']",2,0.4,24.45,733.87,0.59
braadpan,W,8,"['braad', 'pan']",1,0.75,22.52,642.82,1.0
braadslee,W,9,"['braad', 'slee']",1,0.78,24.01,669.8,0.15
braaf,W,5,"['bra', 'af']",1,0.6,18.08,523.92,0.97
braaksel,W,8,"['braak', 'sel']",1,0.75,21.67,613.76,0.97
braakte,W,7,"['braak', 'te']",1,0.71,19.98,693.97,0.95
braam,W,5,"['b', 'raam']",1,0.6,19.06,668.65,0.64
braambes,W,8,"['b', 'raam', 'be', 's']",3,0.5,31.41,647.08,0.95
bracht,W,6,"['brach', 't']",1,0.67,18.9,624.63,0.97
brachten,W,8,"['brach', 'ten']",1,0.75,20.95,617.46,0.92
braden,W,6,"['bra', 'den']",1,0.67,20.08,636.38,0.97
brahmaan,W,8,"['bra', 'hm', 'aan']",2,0.62,28.98,939.0,0.03
brak,W,4,['brak'],0,0.75,11.56,624.81,0.95
braken,W,6,"['brak', 'en']",1,0.67,17.78,610.19,0.95
bramen,W,6,"['bra', 'men']",1,0.67,20.35,705.0,0.64
brancard,W,8,"['bran', 'car', 'd']",2,0.62,27.78,724.51,0.9
brancards,W,9,"['bran', 'car', 'd', 's']",3,0.56,33.77,725.03,0.87
branche,W,7,['branche'],0,0.86,11.39,667.67,0.95
branches,W,8,"['branche', 's']",1,0.75,17.38,689.09,0.92
brand,W,5,['brand'],0,0.8,9.53,522.34,1.0
brandde,W,7,"['brand', 'de']",1,0.71,17.17,579.53,0.97
brandden,W,8,"['brand', 'den']",1,0.75,18.53,621.76,0.92
branden,W,7,"['brand', 'en']",1,0.71,15.75,597.97,0.97
brandend,W,8,"['brand', 'end']",1,0.75,18.25,601.0,1.0
brander,W,7,"['brand', 'er']",1,0.71,16.12,643.47,0.92
branders,W,8,"['brand', 'ers']",1,0.75,17.53,734.97,0.82
brandhout,W,9,"['brand', 'hout']",1,0.78,18.61,650.64,0.95
branding,W,8,"['brand', 'ing']",1,0.75,17.53,632.03,0.9
brandje,W,7,"['brand', 'je']",1,0.71,18.34,599.71,0.97
brandjes,W,8,"['brand', 'jes']",1,0.75,18.55,654.21,0.85
brandkast,W,9,"['brand', 'kast']",1,0.78,19.36,643.1,1.0
brandkraan,W,10,"['brand', 'kraan']",1,0.8,19.65,800.18,0.82
brandpunt,W,9,"['brand', 'punt']",1,0.78,18.85,601.67,1.0
brandstof,W,9,['brandstof'],0,0.89,10.84,568.79,1.0
brandt,W,6,"['brand', 't']",1,0.67,16.17,616.77,0.87
brandweer,W,9,['brandweer'],0,0.89,11.12,535.5,0.97
brandy,W,6,"['brand', 'y']",1,0.67,17.56,689.06,0.51
brasem,W,6,"['bras', 'em']",1,0.67,22.51,632.0,0.08
brasems,W,7,"['bras', 'em', 's']",2,0.57,28.49,589.5,0.13
brave,W,5,"['bra', 've']",1,0.6,20.33,560.74,1.0
bravo,W,5,"['bra', 'vo']",1,0.6,20.33,611.42,0.92
bravoure,W,8,"['bra', 'vo', 'ure']",2,0.62,30.85,816.57,0.31
brede,W,5,"['bred', 'e']",1,0.6,18.47,597.18,0.87
breder,W,6,"['bred', 'er']",1,0.67,18.84,669.17,0.95
breed,W,5,['breed'],0,0.8,11.5,565.11,0.97
breedte,W,7,"['breed', 'te']",1,0.71,19.45,611.5,1.0
breedten,W,8,"['breed', 'ten']",1,0.75,20.19,720.74,0.79
breedtes,W,8,"['breed', 'te', 's']",2,0.62,25.43,718.05,0.95
breeduit,W,8,"['breed', 'uit']",1,0.75,18.34,798.25,0.36
breek,W,5,['breek'],0,0.8,11.85,636.9,0.77
breekbaar,W,9,"['breek', 'baar']",1,0.78,20.75,589.31,0.97
breekt,W,6,"['breek', 't']",1,0.67,18.49,602.16,0.95
breide,W,6,"['breid', 'e']",1,0.67,18.94,722.32,0.62
breiden,W,7,"['breid', 'en']",1,0.71,18.95,680.37,0.77
breien,W,6,"['brei', 'en']",1,0.67,18.25,623.89,0.97
brein,W,5,['brein'],0,0.8,12.39,594.13,1.0
breintje,W,8,"['brein', 'tje']",1,0.75,23.2,722.23,0.72
breiwerk,W,8,"['brei', 'werk']",1,0.75,19.33,694.44,0.95
breken,W,6,"['brek', 'en']",1,0.67,17.22,632.11,0.9
brekend,W,7,"['brek', 'end']",1,0.71,19.72,711.9,0.82
breker,W,6,"['brek', 'er']",1,0.67,17.59,618.12,0.92
brekers,W,7,"['brek', 'ers']",1,0.71,19.0,612.97,0.85
brem,W,4,"['b', 'rem']",1,0.5,18.11,680.33,0.26
breng,W,5,['breng'],0,0.8,11.94,610.08,0.92
brengen,W,7,['brengen'],0,0.86,11.85,605.46,1.0
brengt,W,6,['brengt'],0,0.83,12.26,600.56,0.95
bres,W,4,"['bre', 's']",1,0.5,18.24,772.47,0.51
bressen,W,7,"['bre', 'ssen']",1,0.71,22.27,862.91,0.33
bretel,W,6,"['bre', 'tel']",1,0.67,21.55,781.27,0.67
bretels,W,7,"['bre', 'tel', 's']",2,0.57,27.54,788.65,0.51
breton,W,6,"['bre', 'ton']",1,0.67,21.58,694.77,0.33
bretons,W,7,"['bre', 'ton', 's']",2,0.57,27.56,681.25,0.31
breuk,W,5,['breuk'],0,0.8,11.25,561.37,0.97
breuken,W,7,"['breuk', 'en']",1,0.71,17.47,653.26,0.95
bridge,W,6,"['bridg', 'e']",1,0.67,18.94,774.72,0.64
brie,W,4,"['bri', 'e']",1,0.5,18.47,697.33,0.79
brief,W,5,['brief'],0,0.8,11.34,523.18,0.97
briefje,W,7,"['brief', 'je']",1,0.71,20.14,559.41,1.0
briefjes,W,8,"['brief', 'jes']",1,0.75,20.36,603.32,0.97
bries,W,5,"['bri', 'es']",1,0.6,21.68,692.4,0.82
briesend,W,8,"['bri', 'es', 'end']",2,0.62,30.4,736.23,0.79
briesje,W,7,"['bri', 'es', 'je']",2,0.57,30.48,660.37,0.9
briesjes,W,8,"['bri', 'es', 'jes']",2,0.62,30.7,671.13,0.79
brieste,W,7,"['bri', 'este']",1,0.71,23.66,664.27,0.59
brieven,W,7,"['briev', 'en']",1,0.71,19.46,549.29,1.0
brij,W,4,"['b', 'rij']",1,0.5,17.29,679.62,0.72
brijen,W,6,"['bri', 'jen']",1,0.67,23.47,683.65,0.54
bril,W,4,['bril'],0,0.75,11.5,527.38,1.0
briljant,W,8,"['bril', 'jan', 't']",2,0.62,29.07,627.49,0.97
brillen,W,7,['brillen'],0,0.86,12.39,607.25,0.92
brilslang,W,9,"['bril', 'slang']",1,0.78,21.87,780.5,0.46
brink,W,5,"['br', 'ink']",1,0.6,21.36,622.67,0.08
brinken,W,7,"['br', 'in', 'ken']",2,0.57,27.21,,0.03
brit,W,4,"['b', 'rit']",1,0.5,18.64,778.94,0.44
brits,W,5,"['b', 'rits']",1,0.6,19.81,742.91,0.59
britse,W,6,"['b', 'rits', 'e']",2,0.5,26.02,692.26,0.72
britsen,W,7,"['b', 'rits', 'en']",2,0.57,26.03,694.25,0.1
britten,W,7,"['b', 'ritten']",1,0.71,19.5,766.0,0.69
broche,W,6,"['bro', 'che']",1,0.67,21.11,741.47,0.79
broches,W,7,"['broc', 'hes']",1,0.71,24.17,731.69,0.9
brode,W,5,"['bro', 'de']",1,0.6,19.21,577.0,0.03
broden,W,6,"['bro', 'den']",1,0.67,20.56,724.23,0.79
broeden,W,7,"['broed', 'en']",1,0.71,18.25,698.97,0.85
broeder,W,7,['broeder'],0,0.86,11.63,629.37,1.0
broeders,W,8,"['broeder', 's']",1,0.75,17.61,612.49,0.95
broedsel,W,8,"['broed', 'sel']",1,0.75,21.67,699.82,0.59
broedsels,W,9,"['broed', 'sel', 's']",2,0.67,27.66,821.27,0.51
broedtijd,W,9,"['broed', 'tijd']",1,0.78,20.48,770.57,0.77
broeikas,W,8,['broeikas'],0,0.88,12.39,630.81,0.95
broek,W,5,['broek'],0,0.8,10.94,535.61,0.97
broeken,W,7,"['broek', 'en']",1,0.71,17.16,596.46,1.0
broekje,W,7,"['broek', 'je']",1,0.71,19.74,589.7,1.0
broekjes,W,8,"['broek', 'jes']",1,0.75,19.95,607.06,0.95
broekriem,W,9,"['broek', 'riem']",1,0.78,22.0,730.5,0.92
broekrok,W,8,"['broek', 'rok']",1,0.75,20.95,810.78,0.49
broekspijp,W,10,"['broek', 's', 'pijp']",2,0.7,27.09,721.94,0.95
broekzak,W,8,"['broek', 'zak']",1,0.75,20.05,619.03,1.0
broer,W,5,['broer'],0,0.8,11.63,535.68,0.97
broers,W,6,"['broer', 's']",1,0.67,17.61,561.74,1.0
broertje,W,8,"['broer', 'tje']",1,0.75,22.44,591.77,1.0
broertjes,W,9,"['broer', 'tjes']",1,0.78,21.24,629.38,1.0
brok,W,4,['brok'],0,0.75,11.2,624.51,0.9
brokje,W,6,"['brok', 'je']",1,0.67,20.0,654.0,0.92
brokjes,W,7,"['brok', 'jes']",1,0.71,20.22,624.92,1.0
brokken,W,7,"['brok', 'ken']",1,0.71,20.55,615.05,0.97
bromde,W,6,"['brom', 'de']",1,0.67,19.58,655.43,0.95
bromfiets,W,9,['bromfiets'],0,0.89,12.26,615.08,1.0
brommer,W,7,"['brom', 'mer']",1,0.71,21.86,590.34,0.97
brommers,W,8,"['brom', 'm', 'ers']",2,0.62,27.22,627.51,0.97
bromt,W,5,"['brom', 't']",1,0.6,18.58,691.89,0.82
bromvlieg,W,9,"['brom', 'vlieg']",1,0.78,20.96,701.47,0.9
bron,W,4,['bron'],0,0.75,11.34,576.74,0.97
bronnen,W,7,['bronnen'],0,0.86,11.7,584.13,1.0
brons,W,5,"['bron', 's']",1,0.6,17.33,654.68,0.87
bronzen,W,7,"['bron', 'zen']",1,0.71,21.71,621.22,0.92
brood,W,5,['brood'],0,0.8,10.81,530.44,0.95
broodje,W,7,"['brood', 'je']",1,0.71,19.61,530.39,1.0
broodjes,W,8,"['brood', 'jes']",1,0.75,19.83,567.42,1.0
broodmes,W,8,"['brood', 'mes']",1,0.75,22.43,663.94,0.95
broodplank,W,10,"['brood', 'plank']",1,0.8,21.18,658.32,0.9
broods,W,6,"['brood', 's']",1,0.67,16.8,609.0,0.28
broom,W,5,"['b', 'room']",1,0.6,18.64,599.4,0.13
broos,W,5,"['bro', 'os']",1,0.6,22.27,645.48,0.85
bros,W,4,"['bro', 's']",1,0.5,17.55,660.09,0.62
brouwer,W,7,"['brouw', 'er']",1,0.71,18.44,668.55,0.97
brouwers,W,8,"['brouw', 'ers']",1,0.75,19.85,674.97,0.92
brouwsel,W,8,"['brouw', 'sel']",1,0.75,21.49,679.92,1.0
brouwsels,W,9,"['brouw', 'sel', 's']",2,0.67,27.48,694.66,0.9
broze,W,5,"['bro', 'ze']",1,0.6,20.38,701.28,0.74
brug,W,4,['brug'],0,0.75,10.87,543.37,1.0
bruggen,W,7,"['b', 'ruggen']",1,0.71,19.7,629.66,1.0
brugjaar,W,8,"['brug', 'jaar']",1,0.75,19.53,718.35,0.67
brugje,W,6,"['brug', 'je']",1,0.67,19.67,561.87,0.97
brugjes,W,7,"['brug', 'jes']",1,0.71,19.89,618.68,1.0
brugklas,W,8,"['brug', 'klas']",1,0.75,21.24,732.03,0.87
brui,W,4,"['bru', 'i']",1,0.5,18.88,683.64,0.85
bruid,W,5,"['bru', 'id']",1,0.6,21.56,573.5,0.97
bruiden,W,7,"['bru', 'id', 'en']",2,0.57,27.78,702.32,0.79
bruidspaar,W,10,"['bruids', 'paar']",1,0.8,22.91,647.14,0.95
bruidsschat,W,11,"['bruids', 'schat']",1,0.82,22.72,668.82,1.0
bruikbaar,W,9,"['bruik', 'baar']",1,0.78,21.04,578.33,1.0
bruikleen,W,9,"['bruik', 'leen']",1,0.78,22.66,769.14,0.56
bruiloft,W,8,['bruiloft'],0,0.88,13.24,570.61,1.0
bruin,W,5,['bruin'],0,0.8,12.03,531.54,1.0
bruine,W,6,"['bruin', 'e']",1,0.67,18.24,615.24,0.97
bruinen,W,7,"['bruin', 'en']",1,0.71,18.25,597.24,0.9
bruisend,W,8,"['bruis', 'end']",1,0.75,21.44,604.84,0.95
brulde,W,6,"['bru', 'l', 'de']",2,0.5,26.59,601.31,0.92
brulden,W,7,"['bru', 'l', 'den']",2,0.57,27.95,631.79,0.92
brullen,W,7,"['brull', 'en']",1,0.71,19.46,590.11,0.97
brullend,W,8,"['brull', 'end']",1,0.75,21.96,598.08,1.0
brutaal,W,7,"['bru', 'taal']",1,0.71,21.41,560.79,1.0
brute,W,5,"['bru', 'te']",1,0.6,19.72,737.03,0.77
bruten,W,6,"['bru', 'ten']",1,0.67,20.46,791.8,0.28
bruto,W,5,['bruto'],0,0.8,12.14,614.27,0.95
bruusk,W,6,"['bruu', 'sk']",1,0.67,23.68,699.59,0.74
bruuske,W,7,"['bruu', 's', 'ke']",2,0.57,28.01,750.1,0.85
bruut,W,5,"['bruu', 't']",1,0.6,19.88,650.17,0.92
bucket,W,6,"['bu', 'ck', 'et']",2,0.5,28.66,749.67,0.41
buckets,W,7,"['bu', 'ck', 'ets']",2,0.57,30.67,679.5,0.18
budget,W,6,['budget'],0,0.83,11.39,591.74,1.0
budgets,W,7,"['budget', 's']",1,0.71,17.38,623.47,0.97
buffel,W,6,"['b', 'uff', 'el']",2,0.5,26.89,599.28,1.0
buffels,W,7,"['b', 'uff', 'els']",2,0.57,30.05,611.89,0.97
buffer,W,6,['buffer'],0,0.83,11.77,571.48,0.92
buffers,W,7,"['buffer', 's']",1,0.71,17.76,637.26,0.97
buffet,W,6,"['b', 'uff', 'et']",2,0.5,28.18,576.29,1.0
bugel,W,5,"['bug', 'el']",1,0.6,20.31,574.17,0.18
bugels,W,6,"['bug', 'els']",1,0.67,23.47,849.0,0.1
buggy,W,5,['buggy'],0,0.8,12.95,632.31,0.9
buggy's,W,7,"['buggy', ""'s""]",1,0.71,23.25,648.47,0.85
bui,W,3,['bui'],0,0.67,11.56,587.61,0.97
buidel,W,6,"['bui', 'del']",1,0.67,20.53,626.07,0.74
buidels,W,7,"['bui', 'del', 's']",2,0.57,26.51,672.97,0.85
buien,W,5,['buien'],0,0.8,12.39,610.63,1.0
buig,W,4,['buig'],0,0.75,12.26,667.67,0.92
buigen,W,6,"['buig', 'en']",1,0.67,18.48,563.0,0.97
buigend,W,7,"['buig', 'end']",1,0.71,20.97,578.16,1.0
buiging,W,7,"['buig', 'ing']",1,0.71,20.25,601.26,1.0
buigt,W,5,"['buig', 't']",1,0.6,18.9,616.34,1.0
buik,W,4,['buik'],0,0.75,11.12,539.08,1.0
buiken,W,6,"['buik', 'en']",1,0.67,17.34,689.69,0.82
buikgriep,W,9,"['buik', 'griep']",1,0.78,20.99,616.92,0.95
buikje,W,6,"['buik', 'je']",1,0.67,19.92,609.69,1.0
buikjes,W,7,"['buik', 'jes']",1,0.71,20.14,573.05,1.0
buikpijn,W,8,"['buik', 'pijn']",1,0.75,20.66,561.62,1.0
buikwand,W,8,"['buik', 'wand']",1,0.75,21.64,661.63,0.79
buis,W,4,['buis'],0,0.75,11.85,600.33,0.95
buisje,W,6,"['buis', 'je']",1,0.67,20.65,602.69,0.95
