,Unnamed: 0,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
11467,11467,teinde,N,6,"['te', '##ind', '##e']",2,0.5
11468,11468,teintje,N,7,"['te', '##int', '##je']",2,0.57
11469,11469,teintjes,N,8,"['te', '##int', '##jes']",2,0.62
11470,11470,teis,N,4,"['te', '##is']",1,0.5
11471,11471,tek,N,3,"['te', '##k']",1,0.33
11472,11472,teker,N,5,"['te', '##ker']",1,0.6
11473,11473,tekjes,N,6,"['te', '##k', '##jes']",2,0.5
11474,11474,tekken,N,6,"['te', '##kken']",1,0.67
11475,11475,tekt,N,4,"['te', '##kt']",1,0.5
11476,11476,tekte,N,5,"['te', '##kt', '##e']",2,0.4
11477,11477,tekten,N,6,"['te', '##kt', '##en']",2,0.5
11478,11478,teleis,N,6,"['te', '##le', '##is']",2,0.5
11479,11479,telk,N,4,"['te', '##l', '##k']",2,0.25
11480,11480,telkbeeld,N,9,"['te', '##l', '##k', '##beeld']",3,0.56
11481,11481,telken,N,6,"['te', '##l', '##ken']",2,0.5
11482,11482,tellin,N,6,"['te', '##l', '##l', '##in']",3,0.33
11483,11483,telme,N,5,"['te', '##l', '##me']",2,0.4
11484,11484,telocht,N,7,"['te', '##l', '##ocht']",2,0.57
11485,11485,telp,N,4,"['te', '##l', '##p']",2,0.25
11486,11486,telsman,N,7,"['te', '##l', '##s', '##man']",3,0.43
11487,11487,telst,N,5,"['te', '##l', '##st']",2,0.4
11488,11488,telum,N,5,"['te', '##l', '##um']",2,0.4
11489,11489,telven,N,6,"['te', '##l', '##ven']",2,0.5
11490,11490,temgeen,N,7,"['te', '##m', '##ge', '##en']",3,0.43
11491,11491,teña,N,4,"['te', '##ñ', '##a']",2,0.25
11492,11492,tende,N,5,"['te', '##n', '##de']",2,0.4
11493,11493,tenden,N,6,"['te', '##n', '##den']",2,0.5
11494,11494,tendt,N,5,"['te', '##n', '##dt']",2,0.4
11495,11495,tene,N,4,"['te', '##ne']",1,0.5
11496,11496,teng,N,4,"['te', '##n', '##g']",2,0.25
11497,11497,tengen,N,6,"['te', '##n', '##gen']",2,0.5
11498,11498,tennen,N,6,"['te', '##n', '##nen']",2,0.5
11499,11499,tennes,N,6,"['te', '##n', '##ne', '##s']",3,0.33
11500,11500,tensa,N,5,"['te', '##n', '##s', '##a']",3,0.2
11501,11501,tensde,N,6,"['te', '##n', '##s', '##de']",3,0.33
11502,11502,tensend,N,7,"['te', '##n', '##sen', '##d']",3,0.43
11503,11503,tentans,N,7,"['te', '##n', '##t', '##an', '##s']",4,0.29
11504,11504,tep,N,3,"['te', '##p']",1,0.33
11505,11505,tepaas,N,6,"['te', '##p', '##aa', '##s']",3,0.33
11506,11506,tepeid,N,6,"['te', '##p', '##e', '##id']",3,0.33
11507,11507,tepen,N,5,"['te', '##pen']",1,0.6
11508,11508,tepes,N,5,"['te', '##p', '##es']",2,0.4
11509,11509,teppen,N,6,"['te', '##pp', '##en']",2,0.5
11510,11510,terbuur,N,7,"['ter', '##b', '##uur']",2,0.57
11511,11511,terdeet,N,7,"['ter', '##de', '##et']",2,0.57
11512,11512,terden,N,6,"['ter', '##den']",1,0.67
11513,11513,terfjes,N,7,"['ter', '##f', '##jes']",2,0.57
11514,11514,tergles,N,7,"['ter', '##g', '##le', '##s']",3,0.43
11515,11515,tergzaam,N,8,"['ter', '##g', '##z', '##aam']",3,0.5
11516,11516,terijt,N,6,"['ter', '##ij', '##t']",2,0.5
11517,11517,terken,N,6,"['ter', '##ken']",1,0.67
11518,11518,termet,N,6,"['ter', '##me', '##t']",2,0.5
11519,11519,termtijd,N,8,"['ter', '##m', '##tijd']",2,0.62
11520,11520,terneun,N,7,"['ter', '##ne', '##un']",2,0.57
11521,11521,terraal,N,7,"['ter', '##ra', '##al']",2,0.57
11522,11522,tersen,N,6,"['ter', '##sen']",1,0.67
11523,11523,tersloops,N,9,"['ter', '##sl', '##oop', '##s']",3,0.56
11524,11524,terstal,N,7,"['ter', '##st', '##al']",2,0.57
11525,11525,terstalt,N,8,"['ter', '##st', '##al', '##t']",3,0.5
11526,11526,terstje,N,7,"['ter', '##st', '##je']",2,0.57
11527,11527,tert,N,4,"['ter', '##t']",1,0.5
11528,11528,tertend,N,7,"['ter', '##ten', '##d']",2,0.57
11529,11529,tertjes,N,7,"['ter', '##t', '##jes']",2,0.57
11530,11530,tervas,N,6,"['ter', '##v', '##as']",2,0.5
11531,11531,terven,N,6,"['ter', '##ven']",1,0.67
11532,11532,terzes,N,6,"['ter', '##ze', '##s']",2,0.5
11533,11533,terziet,N,7,"['ter', '##z', '##iet']",2,0.57
11534,11534,tes,N,3,"['te', '##s']",1,0.33
11535,11535,tesje,N,5,"['te', '##s', '##je']",2,0.4
11536,11536,tesjes,N,6,"['te', '##s', '##jes']",2,0.5
11537,11537,tessen,N,6,"['te', '##ss', '##en']",2,0.5
11538,11538,tessier,N,7,"['te', '##ss', '##ier']",2,0.57
11539,11539,teste,N,5,"['te', '##ste']",1,0.6
11540,11540,teten,N,5,"['te', '##ten']",1,0.6
11541,11541,tetje,N,5,"['te', '##t', '##je']",2,0.4
11542,11542,tetsi,N,5,"['te', '##t', '##s', '##i']",3,0.2
11543,11543,tetsle,N,6,"['te', '##t', '##sl', '##e']",3,0.33
11544,11544,tetso,N,5,"['te', '##t', '##s', '##o']",3,0.2
11545,11545,tette,N,5,"['te', '##t', '##te']",2,0.4
11546,11546,tettend,N,7,"['te', '##t', '##ten', '##d']",3,0.43
11547,11547,tetwij,N,6,"['te', '##t', '##wij']",2,0.5
11548,11548,tetzelf,N,7,"['te', '##t', '##zelf']",2,0.57
11549,11549,teu,N,3,"['te', '##u']",1,0.33
11550,11550,teuk,N,4,"['te', '##uk']",1,0.5
11551,11551,teuken,N,6,"['te', '##uk', '##en']",2,0.5
11552,11552,teultje,N,7,"['te', '##ul', '##t', '##je']",3,0.43
11553,11553,teur,N,4,"['te', '##ur']",1,0.5
11554,11554,teurs,N,5,"['te', '##ur', '##s']",2,0.4
11555,11555,tevers,N,6,"['te', '##ver', '##s']",2,0.5
11556,11556,tevla's,N,7,"['te', '##v', '##l', '##a', ""'"", 's']",5,0.14
11557,11557,thedsis,N,7,"['t', '##he', '##d', '##s', '##is']",4,0.29
11558,11558,theed,N,5,"['t', '##he', '##ed']",2,0.4
11559,11559,theenland,N,9,"['t', '##he', '##en', '##land']",3,0.56
11560,11560,theewen,N,7,"['t', '##he', '##e', '##we', '##n']",4,0.29
11561,11561,thepisch,N,8,"['t', '##he', '##p', '##isch']",3,0.5
11562,11562,thonners,N,8,"['t', '##h', '##on', '##ne', '##r', '##s']",5,0.25
11563,11563,thuil,N,5,"['t', '##h', '##ui', '##l']",3,0.2
11564,11564,thuisknots,N,10,"['t', '##huis', '##k', '##n', '##ot', '##s']",5,0.4
11565,11565,thuismorst,N,10,"['t', '##huis', '##m', '##or', '##st']",4,0.5
11566,11566,ticht,N,5,"['t', '##icht']",1,0.6
11567,11567,tichten,N,7,"['t', '##icht', '##en']",2,0.57
11568,11568,tichtend,N,8,"['t', '##icht', '##en', '##d']",3,0.5
11569,11569,tichter,N,7,"['t', '##icht', '##er']",2,0.57
11570,11570,tichtheid,N,9,"['t', '##icht', '##heid']",2,0.67
11571,11571,tichtjes,N,8,"['t', '##icht', '##jes']",2,0.62
11572,11572,tid,N,3,"['t', '##id']",1,0.33
11573,11573,tidaal,N,6,"['t', '##id', '##aal']",2,0.5
11574,11574,tie,N,3,"['t', '##ie']",1,0.33
11575,11575,tieden,N,6,"['t', '##ie', '##den']",2,0.5
11576,11576,tieg,N,4,"['t', '##ie', '##g']",2,0.25
11577,11577,tiek,N,4,"['t', '##iek']",1,0.5
11578,11578,tieken,N,6,"['t', '##iek', '##en']",2,0.5
11579,11579,tiel,N,4,"['t', '##iel']",1,0.5
11580,11580,tielboot,N,8,"['t', '##iel', '##b', '##oot']",3,0.5
11581,11581,tielbouw,N,8,"['t', '##iel', '##b', '##ouw']",3,0.5
11582,11582,tielde,N,6,"['t', '##iel', '##de']",2,0.5
11583,11583,tielden,N,7,"['t', '##iel', '##den']",2,0.57
11584,11584,tieldoek,N,8,"['t', '##iel', '##d', '##oek']",3,0.5
11585,11585,tielen,N,6,"['t', '##iel', '##en']",2,0.5
11586,11586,tieltje,N,7,"['t', '##iel', '##t', '##je']",3,0.43
11587,11587,tieltjes,N,8,"['t', '##iel', '##t', '##jes']",3,0.5
11588,11588,tiem,N,4,"['t', '##ie', '##m']",2,0.25
11589,11589,tiemde,N,6,"['t', '##ie', '##m', '##de']",3,0.33
11590,11590,tiendsen,N,8,"['t', '##ien', '##d', '##sen']",3,0.5
11591,11591,tienig,N,6,"['t', '##ien', '##ig']",2,0.5
11592,11592,tient,N,5,"['t', '##ien', '##t']",2,0.4
11593,11593,tiep,N,4,"['t', '##ie', '##p']",2,0.25
11594,11594,tiepschrift,N,11,"['t', '##ie', '##p', '##sch', '##r', '##i', '##ft']",6,0.36
11595,11595,tiepstip,N,8,"['t', '##ie', '##p', '##st', '##ip']",4,0.38
11596,11596,tiertje,N,7,"['t', '##ier', '##t', '##je']",3,0.43
11597,11597,tiertjes,N,8,"['t', '##ier', '##t', '##jes']",3,0.5
11598,11598,ties,N,4,"['t', '##ies']",1,0.5
11599,11599,tiesen,N,6,"['t', '##ies', '##en']",2,0.5
11600,11600,tieter,N,6,"['t', '##iet', '##er']",2,0.5
11601,11601,tieven,N,6,"['t', '##ie', '##ven']",2,0.5
11602,11602,tiezer,N,6,"['t', '##ie', '##ze', '##r']",3,0.33
11603,11603,tiezers,N,7,"['t', '##ie', '##ze', '##r', '##s']",4,0.29
11604,11604,tif,N,3,"['t', '##i', '##f']",2,0.0
11605,11605,tigier,N,6,"['t', '##ig', '##ier']",2,0.5
11606,11606,tijdskoer,N,9,"['tijd', '##s', '##k', '##oer']",3,0.56
11607,11607,tijduur,N,7,"['tijd', '##uur']",1,0.71
11608,11608,tijfje,N,6,"['t', '##ijf', '##je']",2,0.5
11609,11609,tijfjes,N,7,"['t', '##ijf', '##jes']",2,0.57
11610,11610,tijkbed,N,7,"['t', '##ijk', '##be', '##d']",3,0.43
11611,11611,tijkend,N,7,"['t', '##ijken', '##d']",2,0.57
11612,11612,tijkers,N,7,"['t', '##ijk', '##ers']",2,0.57
11613,11613,tijkten,N,7,"['t', '##ijk', '##ten']",2,0.57
11614,11614,tijl,N,4,"['t', '##ij', '##l']",2,0.25
11615,11615,tijlen,N,6,"['t', '##ij', '##len']",2,0.5
11616,11616,tijltje,N,7,"['t', '##ij', '##l', '##t', '##je']",4,0.29
11617,11617,tijltjes,N,8,"['t', '##ij', '##l', '##t', '##jes']",4,0.38
11618,11618,tijn,N,4,"['t', '##ijn']",1,0.5
11619,11619,tijnde,N,6,"['t', '##ijn', '##de']",2,0.5
11620,11620,tijnen,N,6,"['t', '##ijn', '##en']",2,0.5
11621,11621,tijntje,N,7,"['t', '##ijn', '##t', '##je']",3,0.43
11622,11622,tijntjes,N,8,"['t', '##ijn', '##t', '##jes']",3,0.5
11623,11623,tijroom,N,7,"['t', '##ij', '##ro', '##om']",3,0.43
11624,11624,tijspraat,N,9,"['t', '##ij', '##sp', '##ra', '##at']",4,0.44
11625,11625,tijt,N,4,"['t', '##ij', '##t']",2,0.25
11626,11626,tijven,N,6,"['t', '##ij', '##ven']",2,0.5
11627,11627,tijwaards,N,9,"['t', '##ij', '##w', '##aar', '##d', '##s']",5,0.33
11628,11628,tijwind,N,7,"['t', '##ij', '##w', '##ind']",3,0.43
11629,11629,tijzerm,N,7,"['t', '##ij', '##ze', '##r', '##m']",4,0.29
11630,11630,tikgeld,N,7,"['t', '##ik', '##gel', '##d']",3,0.43
11631,11631,tilbe,N,5,"['t', '##il', '##be']",2,0.4
11632,11632,tilben,N,6,"['t', '##il', '##ben']",2,0.5
11633,11633,tilbes,N,6,"['t', '##il', '##be', '##s']",3,0.33
11634,11634,tilsmolm,N,8,"['t', '##il', '##s', '##m', '##ol', '##m']",5,0.25
11635,11635,tim,N,3,"['t', '##im']",1,0.33
11636,11636,timirs,N,6,"['t', '##im', '##ir', '##s']",3,0.33
11637,11637,timmen,N,6,"['t', '##im', '##men']",2,0.5
11638,11638,timner,N,6,"['t', '##im', '##ne', '##r']",3,0.33
11639,11639,timners,N,7,"['t', '##im', '##ne', '##r', '##s']",4,0.29
11640,11640,timt,N,4,"['t', '##im', '##t']",2,0.25
11641,11641,tind,N,4,"['t', '##ind']",1,0.5
11642,11642,tinden,N,6,"['t', '##ind', '##en']",2,0.5
11643,11643,tinders,N,7,"['t', '##ind', '##ers']",2,0.57
11644,11644,tindig,N,6,"['t', '##ind', '##ig']",2,0.5
11645,11645,tindse,N,6,"['t', '##ind', '##se']",2,0.5
11646,11646,ting,N,4,"['t', '##ing']",1,0.5
11647,11647,tingen,N,6,"['t', '##ingen']",1,0.67
11648,11648,tinkem,N,6,"['t', '##ink', '##em']",2,0.5
11649,11649,tinksit,N,7,"['t', '##ink', '##s', '##it']",3,0.43
11650,11650,tinnig,N,6,"['t', '##in', '##n', '##ig']",3,0.33
11651,11651,tinpol,N,6,"['t', '##in', '##p', '##ol']",3,0.33
11652,11652,tinstbaar,N,9,"['t', '##in', '##st', '##baar']",3,0.56
11653,11653,tintoog,N,7,"['t', '##int', '##oog']",2,0.57
11654,11654,tinx,N,4,"['t', '##in', '##x']",2,0.25
11655,11655,tiorg,N,5,"['t', '##io', '##r', '##g']",3,0.2
11656,11656,tipband,N,7,"['t', '##ip', '##b', '##and']",3,0.43
11657,11657,tipor,N,5,"['t', '##ip', '##or']",2,0.4
11658,11658,tirot,N,5,"['t', '##ir', '##ot']",2,0.4
11659,11659,tis,N,3,"['t', '##is']",1,0.33
11660,11660,tisa,N,4,"['t', '##is', '##a']",2,0.25
11661,11661,tisje,N,5,"['t', '##is', '##je']",2,0.4
11662,11662,tispen,N,6,"['t', '##is', '##pen']",2,0.5
11663,11663,tiss,N,4,"['t', '##iss']",1,0.5
11664,11664,tissen,N,6,"['t', '##iss', '##en']",2,0.5
11665,11665,tister,N,6,"['t', '##ister']",1,0.67
11666,11666,tisters,N,7,"['t', '##ister', '##s']",2,0.57
11667,11667,tistien,N,7,"['t', '##ist', '##ien']",2,0.57
11668,11668,tit,N,3,"['t', '##it']",1,0.33
11669,11669,tithak,N,6,"['t', '##it', '##h', '##ak']",3,0.33
11670,11670,titplaard,N,9,"['t', '##it', '##pl', '##aar', '##d']",4,0.44
11671,11671,titprak,N,7,"['t', '##it', '##p', '##ra', '##k']",4,0.29
11672,11672,titten,N,6,"['t', '##it', '##ten']",2,0.5
11673,11673,tittes,N,6,"['t', '##it', '##te', '##s']",3,0.33
11674,11674,titvank,N,7,"['t', '##it', '##van', '##k']",3,0.43
11675,11675,tiven,N,5,"['t', '##iv', '##en']",2,0.4
11676,11676,tivend,N,6,"['t', '##iv', '##en', '##d']",3,0.33
11677,11677,tjalm,N,5,"['t', '##j', '##al', '##m']",3,0.2
11678,11678,tjans,N,5,"['t', '##j', '##an', '##s']",3,0.2
11679,11679,tobbo's,N,7,"['to', '##b', '##b', '##o', ""'"", 's']",5,0.14
11680,11680,tobeen,N,6,"['to', '##be', '##en']",2,0.5
11681,11681,tobomt,N,6,"['to', '##b', '##om', '##t']",3,0.33
11682,11682,toboos,N,6,"['to', '##b', '##oo', '##s']",3,0.33
11683,11683,tobtiek,N,7,"['to', '##b', '##t', '##iek']",3,0.43
11684,11684,tochte,N,6,"['toch', '##te']",1,0.67
11685,11685,tocieus,N,7,"['to', '##c', '##ie', '##us']",3,0.43
11686,11686,toden,N,5,"['to', '##den']",1,0.6
11687,11687,toed,N,4,"['toe', '##d']",1,0.5
11688,11688,toeg,N,4,"['toe', '##g']",1,0.5
11689,11689,toegolk,N,7,"['toe', '##g', '##ol', '##k']",3,0.43
11690,11690,toegrijd,N,8,"['toe', '##g', '##rij', '##d']",3,0.5
11691,11691,toei,N,4,"['toe', '##i']",1,0.5
11692,11692,toekeur,N,7,"['toe', '##ke', '##ur']",2,0.57
11693,11693,toekte,N,6,"['toe', '##kt', '##e']",2,0.5
11694,11694,toekunst,N,8,"['toe', '##k', '##un', '##st']",3,0.5
11695,11695,toel,N,4,"['toe', '##l']",1,0.5
11696,11696,toelen,N,6,"['toe', '##len']",1,0.67
11697,11697,toelijf,N,7,"['toe', '##l', '##ijf']",2,0.57
11698,11698,toelol,N,6,"['toe', '##l', '##ol']",2,0.5
11699,11699,toelt,N,5,"['toe', '##l', '##t']",2,0.4
11700,11700,toeltje,N,7,"['toe', '##l', '##t', '##je']",3,0.43
11701,11701,toeltjes,N,8,"['toe', '##l', '##t', '##jes']",3,0.5
11702,11702,toem,N,4,"['toe', '##m']",1,0.5
11703,11703,toenacht,N,8,"['toen', '##acht']",1,0.75
11704,11704,toenbeels,N,9,"['toen', '##be', '##els']",2,0.67
11705,11705,toenen,N,6,"['toen', '##en']",1,0.67
11706,11706,toeplicht,N,9,"['toe', '##pl', '##icht']",2,0.67
11707,11707,toepoen,N,7,"['toe', '##p', '##oen']",2,0.57
11708,11708,toereen,N,7,"['toe', '##ree', '##n']",2,0.57
11709,11709,toergen,N,7,"['toe', '##r', '##gen']",2,0.57
11710,11710,toerin,N,6,"['toe', '##r', '##in']",2,0.5
11711,11711,toerking,N,8,"['toe', '##r', '##k', '##ing']",3,0.5
11712,11712,toerong,N,7,"['toe', '##ron', '##g']",2,0.57
11713,11713,toes,N,4,"['toe', '##s']",1,0.5
11714,11714,toesleen,N,8,"['toe', '##sl', '##een']",2,0.62
11715,11715,toeslocht,N,9,"['toe', '##sl', '##ocht']",2,0.67
11716,11716,toeslond,N,8,"['toe', '##sl', '##ond']",2,0.62
11717,11717,toest,N,5,"['toe', '##st']",1,0.6
11718,11718,toestrook,N,9,"['toe', '##st', '##ro', '##ok']",3,0.56
11719,11719,toetsgroen,N,10,"['toe', '##t', '##s', '##g', '##ro', '##en']",5,0.4
11720,11720,toevast,N,7,"['toe', '##v', '##ast']",2,0.57
11721,11721,toevins,N,7,"['toe', '##v', '##in', '##s']",3,0.43
11722,11722,toevlien,N,8,"['toe', '##v', '##l', '##ien']",3,0.5
11723,11723,toeweg,N,6,"['toe', '##we', '##g']",2,0.5
11724,11724,toezen,N,6,"['toe', '##zen']",1,0.67
11725,11725,tog,N,3,"['to', '##g']",1,0.33
11726,11726,togde,N,5,"['to', '##g', '##de']",2,0.4
11727,11727,togden,N,6,"['to', '##g', '##den']",2,0.5
11728,11728,toggen,N,6,"['to', '##ggen']",1,0.67
11729,11729,toggend,N,7,"['to', '##ggen', '##d']",2,0.57
11730,11730,tokje,N,5,"['to', '##k', '##je']",2,0.4
11731,11731,tokjes,N,6,"['to', '##k', '##jes']",2,0.5
11732,11732,toldaan,N,7,"['to', '##l', '##d', '##aan']",3,0.43
11733,11733,tole,N,4,"['to', '##le']",1,0.5
11734,11734,tolen,N,5,"['to', '##len']",1,0.6
11735,11735,tolg,N,4,"['to', '##l', '##g']",2,0.25
11736,11736,tolgen,N,6,"['to', '##l', '##gen']",2,0.5
11737,11737,tolgend,N,7,"['to', '##l', '##gen', '##d']",3,0.43
11738,11738,tolmen,N,6,"['to', '##l', '##men']",2,0.5
11739,11739,tolmij,N,6,"['to', '##l', '##m', '##ij']",3,0.33
11740,11740,tolmpje,N,7,"['to', '##l', '##mp', '##je']",3,0.43
11741,11741,tolmpjes,N,8,"['to', '##l', '##mp', '##jes']",3,0.5
11742,11742,tolp,N,4,"['to', '##l', '##p']",2,0.25
11743,11743,tompen,N,6,"['to', '##mp', '##en']",2,0.5
11744,11744,tonaar,N,6,"['to', '##n', '##aar']",2,0.5
11745,11745,tondaal,N,7,"['to', '##n', '##d', '##aal']",3,0.43
11746,11746,tondabs,N,7,"['to', '##n', '##d', '##ab', '##s']",4,0.29
11747,11747,tondiers,N,8,"['to', '##n', '##d', '##ier', '##s']",4,0.38
11748,11748,tonger,N,6,"['to', '##n', '##ger']",2,0.5
11749,11749,tongers,N,7,"['to', '##n', '##ger', '##s']",3,0.43
11750,11750,tonk,N,4,"['to', '##n', '##k']",2,0.25
11751,11751,tonken,N,6,"['to', '##n', '##ken']",2,0.5
11752,11752,tonloos,N,7,"['to', '##n', '##l', '##oo', '##s']",4,0.29
11753,11753,tonnig,N,6,"['to', '##n', '##n', '##ig']",3,0.33
11754,11754,tonset,N,6,"['to', '##n', '##se', '##t']",3,0.33
11755,11755,toof,N,4,"['to', '##of']",1,0.5
11756,11756,toofje,N,6,"['to', '##of', '##je']",2,0.5
11757,11757,toogst,N,6,"['to', '##og', '##st']",2,0.5
11758,11758,toois,N,5,"['to', '##o', '##is']",2,0.4
11759,11759,tooitje,N,7,"['to', '##o', '##it', '##je']",3,0.43
11760,11760,tooitjes,N,8,"['to', '##o', '##it', '##jes']",3,0.5
11761,11761,took,N,4,"['to', '##ok']",1,0.5
11762,11762,tookloos,N,8,"['to', '##ok', '##l', '##oo', '##s']",4,0.38
11763,11763,tookman,N,7,"['to', '##ok', '##man']",2,0.57
11764,11764,tookpad,N,7,"['to', '##ok', '##p', '##ad']",3,0.43
11765,11765,tookperk,N,8,"['to', '##ok', '##per', '##k']",3,0.5
11766,11766,tookte,N,6,"['to', '##ok', '##te']",2,0.5
11767,11767,tooktes,N,7,"['to', '##ok', '##te', '##s']",3,0.43
11768,11768,tool,N,4,"['to', '##ol']",1,0.5
11769,11769,tooltje,N,7,"['to', '##ol', '##t', '##je']",3,0.43
11770,11770,tooltjes,N,8,"['to', '##ol', '##t', '##jes']",3,0.5
11771,11771,toor,N,4,"['to', '##or']",1,0.5
11772,11772,toordjes,N,8,"['to', '##or', '##d', '##jes']",3,0.5
11773,11773,toorste,N,7,"['to', '##or', '##ste']",2,0.57
11774,11774,toort,N,5,"['to', '##ort']",1,0.6
11775,11775,toos,N,4,"['to', '##os']",1,0.5
11776,11776,toosgeest,N,9,"['to', '##os', '##ge', '##es', '##t']",4,0.44
11777,11777,toosvak,N,7,"['to', '##os', '##v', '##ak']",3,0.43
11778,11778,topklart,N,8,"['to', '##p', '##k', '##l', '##art']",4,0.38
11779,11779,toppost,N,7,"['to', '##pp', '##os', '##t']",3,0.43
11780,11780,torde,N,5,"['to', '##r', '##de']",2,0.4
11781,11781,torden,N,6,"['to', '##r', '##den']",2,0.5
11782,11782,tore,N,4,"['to', '##re']",1,0.5
11783,11783,torer,N,5,"['to', '##re', '##r']",2,0.4
11784,11784,torf,N,4,"['to', '##r', '##f']",2,0.25
11785,11785,tork,N,4,"['to', '##r', '##k']",2,0.25
11786,11786,torkens,N,7,"['to', '##r', '##ken', '##s']",3,0.43
11787,11787,tornoon,N,7,"['to', '##r', '##n', '##oon']",3,0.43
11788,11788,torten,N,6,"['to', '##r', '##ten']",2,0.5
11789,11789,tosbo,N,5,"['to', '##s', '##b', '##o']",3,0.2
11790,11790,tosde,N,5,"['to', '##s', '##de']",2,0.4
11791,11791,tosje,N,5,"['to', '##s', '##je']",2,0.4
11792,11792,tostal,N,6,"['to', '##st', '##al']",2,0.5
11793,11793,totets,N,6,"['tot', '##ets']",1,0.67
11794,11794,totje,N,5,"['tot', '##je']",1,0.6
11795,11795,totte,N,5,"['tot', '##te']",1,0.6
11796,11796,totten,N,6,"['tot', '##ten']",1,0.67
11797,11797,tottend,N,7,"['tot', '##ten', '##d']",2,0.57
11798,11798,totting,N,7,"['tot', '##t', '##ing']",2,0.57
11799,11799,tou,N,3,"['to', '##u']",1,0.33
11800,11800,toublet,N,7,"['to', '##ub', '##le', '##t']",3,0.43
11801,11801,toubons,N,7,"['to', '##ub', '##on', '##s']",3,0.43
11802,11802,toudje,N,6,"['to', '##ud', '##je']",2,0.5
11803,11803,touds,N,5,"['to', '##ud', '##s']",2,0.4
11804,11804,toukon,N,6,"['to', '##uk', '##on']",2,0.5
11805,11805,toulant,N,7,"['to', '##ul', '##ant']",2,0.57
11806,11806,touman,N,6,"['to', '##um', '##an']",2,0.5
11807,11807,tourna,N,6,"['to', '##ur', '##n', '##a']",3,0.33
11808,11808,tournaast,N,9,"['to', '##ur', '##n', '##aa', '##st']",4,0.44
11809,11809,toutje,N,6,"['to', '##ut', '##je']",2,0.5
11810,11810,toutjes,N,7,"['to', '##ut', '##jes']",2,0.57
11811,11811,toven,N,5,"['to', '##ven']",1,0.6
11812,11812,tovet,N,5,"['to', '##ve', '##t']",2,0.4
11813,11813,tovoel,N,6,"['to', '##v', '##oel']",2,0.5
11814,11814,towaan,N,6,"['to', '##w', '##aan']",2,0.5
11815,11815,tozen,N,5,"['to', '##zen']",1,0.6
11816,11816,traagde,N,7,"['tra', '##ag', '##de']",2,0.57
11817,11817,traagt,N,6,"['tra', '##ag', '##t']",2,0.5
11818,11818,traaien,N,7,"['tra', '##a', '##ien']",2,0.57
11819,11819,traal,N,5,"['tra', '##al']",1,0.6
11820,11820,traam,N,5,"['tra', '##am']",1,0.6
11821,11821,traankis,N,8,"['tra', '##ank', '##is']",2,0.62
11822,11822,traar,N,5,"['tra', '##ar']",1,0.6
11823,11823,traast,N,6,"['tra', '##ast']",1,0.67
11824,11824,traat,N,5,"['tra', '##at']",1,0.6
11825,11825,traciek,N,7,"['tra', '##c', '##iek']",2,0.57
11826,11826,tracioen,N,8,"['tra', '##c', '##io', '##en']",3,0.5
11827,11827,tradraan,N,8,"['tra', '##d', '##ra', '##an']",3,0.5
11828,11828,trads,N,5,"['tra', '##d', '##s']",2,0.4
11829,11829,traf,N,4,"['tra', '##f']",1,0.5
11830,11830,trafend,N,7,"['tra', '##f', '##en', '##d']",3,0.43
11831,11831,tragmaan,N,8,"['tra', '##g', '##ma', '##an']",3,0.5
11832,11832,trak,N,4,"['tra', '##k']",1,0.5
11833,11833,trake,N,5,"['tra', '##ke']",1,0.6
11834,11834,trakken,N,7,"['tra', '##kken']",1,0.71
11835,11835,traks,N,5,"['tra', '##k', '##s']",2,0.4
11836,11836,tralels,N,7,"['tra', '##le', '##l', '##s']",3,0.43
11837,11837,tralen,N,6,"['tra', '##len']",1,0.67
11838,11838,tralend,N,7,"['tra', '##len', '##d']",2,0.57
11839,11839,traler,N,6,"['tra', '##le', '##r']",2,0.5
11840,11840,tralers,N,7,"['tra', '##le', '##r', '##s']",3,0.43
11841,11841,trallen,N,7,"['tra', '##l', '##len']",2,0.57
11842,11842,tramen,N,6,"['tra', '##men']",1,0.67
11843,11843,tramend,N,7,"['tra', '##men', '##d']",2,0.57
11844,11844,tramers,N,7,"['tra', '##mer', '##s']",2,0.57
11845,11845,trampen,N,7,"['tra', '##mp', '##en']",2,0.57
11846,11846,tran,N,4,"['tra', '##n']",1,0.5
11847,11847,trancands,N,9,"['tra', '##n', '##c', '##and', '##s']",4,0.44
11848,11848,trangst,N,7,"['tra', '##n', '##g', '##st']",3,0.43
11849,11849,trank,N,5,"['tra', '##n', '##k']",2,0.4
11850,11850,tranken,N,7,"['tra', '##n', '##ken']",2,0.57
11851,11851,trape,N,5,"['tra', '##p', '##e']",2,0.4
11852,11852,trapen,N,6,"['tra', '##pen']",1,0.67
11853,11853,trapend,N,7,"['tra', '##pen', '##d']",2,0.57
11854,11854,traper,N,6,"['tra', '##per']",1,0.67
11855,11855,trapers,N,7,"['tra', '##per', '##s']",2,0.57
11856,11856,trapes,N,6,"['tra', '##p', '##es']",2,0.5
11857,11857,trapiel,N,7,"['tra', '##p', '##iel']",2,0.57
11858,11858,trapzant,N,8,"['tra', '##p', '##z', '##ant']",3,0.5
11859,11859,trartaar,N,8,"['tra', '##r', '##t', '##aar']",3,0.5
11860,11860,trasact,N,7,"['tra', '##s', '##ac', '##t']",3,0.43
11861,11861,trasts,N,6,"['tra', '##st', '##s']",2,0.5
